year,province,source_income1,source_income2,source_income3,soc_eco_class1,soc_eco_class2,value,unit,attribute,source
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,.00,บาท,"ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,29651.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,24354.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,18496.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำธุรกิจ,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,1880.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำการเกษตร,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,2440.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,1461.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,77.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,5298.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,107.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,24991.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,24807.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,19137.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,17070.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำธุรกิจ,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,.00,บาท,"ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำการเกษตร,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,848.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,1217.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,3.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,5670.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,184.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,19109.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,17447.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,12751.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,655.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำธุรกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,284.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำการเกษตร,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,1247.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,10362.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,203.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,4696.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,บึงกาฬ,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,1662.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,20350.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,20198.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,15738.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,753.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำธุรกิจ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,1300.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำการเกษตร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,10976.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,2693.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,16.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,4460.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,152.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,91028.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,90506.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,85089.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,648.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำธุรกิจ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,4466.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำการเกษตร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,65549.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,14427.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,.00,บาท,"ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,5417.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,521.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,13049.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,12488.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,7922.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,225.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำธุรกิจ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,150.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำการเกษตร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,6338.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,1207.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,2.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,4566.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,561.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,27755.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,23499.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,2089.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำธุรกิจ,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,19281.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,28144.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำการเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,510.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,1600.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,20.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,4256.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,389.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,37593.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,36776.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,32994.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,28231.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำธุรกิจ,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,1909.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำการเกษตร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,389.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,2341.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,125.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,3782.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,817.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,16385.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,15051.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,9834.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,8335.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,428.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,หนองบัวลำภู,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,20357.00,บาท,,สำนักงานสถิติแห่งชาติ
